Date,AAPL,DX-Y.NYB,HSI,QQQ,XLE,XLF,XLK,XLP,XLU,XLV,^FTSE
2012-12-10,16.248003005981445,80.33000183105469,22276.69921875,59.00447082519531,48.43362808227539,10.621094703674316,24.718664169311523,27.34440040588379,24.86145782470703,34.239990234375,5921.60009765625
2012-12-11,16.60282325744629,80.05999755859375,22323.900390625,59.774654388427734,48.71821212768555,10.674235343933105,25.05293083190918,27.359540939331055,24.91752815246582,34.6021728515625,5925.0
2012-12-12,16.52952766418457,79.88999938964844,22503.30078125,59.647789001464844,48.89438247680664,10.72072982788086,25.010074615478516,27.29900360107422,24.87547492980957,34.551639556884766,5945.89990234375
2012-12-13,16.244014739990234,79.93000030517578,22445.599609375,59.1766357421875,48.44038772583008,10.667591094970703,24.830074310302734,27.253610610961914,24.777341842651367,34.256839752197266,5929.60009765625
2012-12-14,15.633743286132812,79.5999984741211,7000.0,58.61487579345703,48.25745391845703,10.627737998962402,24.590103149414062,27.208213806152344,24.679210662841797,34.12206268310547,5921.7998046875
2012-12-17,15.910967826843262,79.56999969482422,7200.0,59.39409637451172,48.697898864746094,10.846933364868164,24.890073776245117,27.268749237060547,25.057708740234375,34.391597747802734,5912.2001953125
2012-12-18,16.373123168945312,79.36000061035156,22494.69921875,60.30018997192383,49.5922966003418,11.00634765625,25.258628845214844,27.261178970336914,25.23293685913086,34.66114044189453,5935.89990234375
2012-12-19,16.140363693237305,79.25,7100.0,60.037410736083984,49.25349807739258,10.939924240112305,25.13006591796875,26.98878288269043,25.043689727783203,34.2905387878418,5961.60009765625
2012-12-20,15.999906539916992,79.26000213623047,22659.80078125,60.037410736083984,49.58551788330078,11.092698097229004,25.17291831970215,27.14011573791504,25.120786666870117,34.34107208251953,5958.2998046875
2012-12-21,15.926307678222656,79.62000274658203,7000.0,59.406002044677734,49.082244873046875,10.96169662475586,24.955686569213867,26.90904998779297,25.028644561767578,34.05229568481445,5940.0
2012-12-24,15.95206356048584,79.63999938964844,22541.19921875,59.28756332397461,48.707664489746094,10.941643714904785,24.886728286743164,26.82489776611328,24.922321319580078,33.91679000854492,5954.2001953125
2012-12-27,15.795352935791016,79.62000274658203,22619.80078125,58.677085876464844,48.40119934082031,10.901538848876953,24.722938537597656,26.64126968383789,24.667142868041992,33.747413635253906,5954.2998046875
2012-12-28,15.627613067626953,79.68000030517578,22666.599609375,58.1121826171875,47.55672073364258,10.814650535583496,24.447092056274414,26.358165740966797,24.419057846069336,33.41714859008789,5925.39990234375
2012-12-31,16.320070266723633,79.7699966430664,22656.900390625,59.342220306396484,48.639556884765625,10.955011367797852,24.869489669799805,26.70247459411621,24.75220489501953,33.772823333740234,5897.7998046875
2013-01-02,16.837114334106445,79.8499984741211,7000.0,61.22826385498047,49.71560287475586,11.275840759277344,25.697032928466797,27.39107894897461,25.205852508544922,34.44183349609375,6027.39990234375
2013-01-03,16.624595642089844,80.43000030517578,7000.0,60.90937423706055,49.70198440551758,11.262474060058594,25.533252716064453,27.32221794128418,25.205852508544922,34.48417663574219,6047.2998046875
2013-01-04,16.161523818969727,80.5,7000.0,60.70892333984375,50.25361633300781,11.39615249633789,25.4298095703125,27.398719787597656,25.33344078063965,34.63662338256836,6089.7998046875
2013-01-07,16.06645393371582,80.26000213623047,23329.80078125,60.727134704589844,49.86542510986328,11.369418144226074,25.395320892333984,27.215103149414062,25.08534812927246,34.746707916259766,6064.60009765625
2013-01-08,16.109699249267578,80.3499984741211,23111.19921875,60.60869598388672,49.70198440551758,11.335997581481934,25.300500869750977,27.138582229614258,25.007375717163086,34.75517272949219,6053.60009765625
2013-01-09,15.857924461364746,80.55999755859375,23218.5,60.83647918701172,49.62024688720703,11.322628021240234,25.343608856201172,27.19979476928711,24.957761764526367,35.13628005981445,6098.7001953125
2013-01-10,16.054500579833984,79.73999786376953,23354.30078125,61.2009162902832,50.06974411010742,11.462991714477539,25.472904205322266,27.3604736328125,25.064088821411133,35.38185119628906,6101.5
2013-01-11,15.956053733825684,79.55999755859375,23264.099609375,61.282958984375,50.13103103637695,11.436256408691406,25.50739097595215,27.48288345336914,25.09244728088379,35.37339401245117,6121.60009765625
2013-01-14,15.387177467346191,79.48999786376953,23413.30078125,61.009605407714844,50.13783645629883,11.402835845947266,25.343608856201172,27.567045211791992,25.042823791503906,35.40726089477539,6107.89990234375
